author1,author2,weight
A5002644042,A5016304826,2
A5002644042,A5023326677,2
A5002644042,A5027685481,2
A5002644042,A5035185251,2
A5002644042,A5043820311,1
A5002644042,A5059120010,2
A5002644042,A5061272718,2
A5002644042,A5072719251,2
A5002644042,A5074774989,1
A5002644042,A5091137505,2
A5002659694,A5005106059,1
A5002659694,A5016168339,1
A5002659694,A5052140928,1
A5002664480,A5030276423,1
A5002664480,A5086628511,1
A5002664480,A5112765847,1
A5002710003,A5026167838,1
A5002710003,A5056783532,1
A5002710003,A5061173179,1
A5002710003,A5082419118,1
A5002710003,A5104073119,1
A5002710003,A5112787681,1
A5002740714,A5060484851,1
A5002740714,A5063958392,1
A5002745800,A5021801908,1
A5002745800,A5038064048,1
A5002745800,A5079878615,1
A5002745800,A5100693489,1
A5002745800,A5101398104,1
A5002759850,A5003293964,1
A5002759850,A5006281954,2
A5002759850,A5006358843,1
A5002759850,A5011771775,1
A5002759850,A5020324492,1
A5002759850,A5022950275,1
A5002759850,A5024923244,1
A5002759850,A5027425202,1
A5002759850,A5039185864,1
A5002759850,A5048794330,1
A5002759850,A5060521987,1
A5002759850,A5061420525,2
A5002759850,A5071590413,1
A5002759850,A5077133020,1
A5002759850,A5080611128,1
A5002759850,A5081751177,1
A5002759850,A5084035555,1
A5002759850,A5085182168,1
A5002759850,A5086633752,1
A5002759850,A5090091508,1
A5002759850,A5090784666,1
A5002759850,A5102944453,2
A5002762304,A5021365947,1
A5002762304,A5057898999,1
A5002762304,A5102508721,1
A5002763186,A5025430594,2
A5002773688,A5007990250,4
A5002773688,A5019560863,4
A5002773688,A5025822028,4
A5002773688,A5026177548,4
A5002773688,A5027117340,4
A5002773688,A5048303863,4
A5002773688,A5049624802,4
A5002773688,A5056899188,4
A5002773688,A5062951688,4
A5002773688,A5070459281,4
A5002773688,A5072094223,4
A5002773688,A5073011829,4
A5002773688,A5073480771,4
A5002773688,A5078086979,4
A5002773688,A5078150879,4
A5002773688,A5087874970,4
A5002773688,A5092499089,4
A5002773688,A5092499102,4
A5002773688,A5100607374,4
A5002773688,A5103158476,4
A5002773688,A5106322884,4
A5002773688,A5106977520,4
A5002773688,A5114378001,1
A5002775047,A5000997975,3
A5002775047,A5043492147,2
A5002775047,A5044271291,1
A5002775047,A5057801752,2
A5002787468,A5091363475,1
A5002789200,A5009704924,1
A5002789200,A5039764446,1
A5002789200,A5051944276,1
A5002789200,A5084843063,1
A5002794611,A5002059651,1
A5002794611,A5017737637,1
A5002794611,A5021928634,1
A5002794611,A5026939954,1
A5002794611,A5033766071,1
A5002794611,A5054445619,1
A5002794611,A5055501858,1
A5002794611,A5069601786,1
A5002794611,A5077832946,1
A5002794611,A5085398243,1
A5002794611,A5098157031,1
A5002794611,A5098183003,1
A5002794611,A5098210002,1
A5002794611,A5098272366,1
A5002794611,A5098272367,1
A5002794611,A5098308046,1
A5002794611,A5098435762,1
A5002794611,A5098524125,1
A5002794611,A5098612211,1
A5002794611,A5103887365,1
A5002794611,A5103887366,1
A5002806054,A5103267225,1
A5002817255,A5000140419,1
A5002817255,A5010336667,1
A5002817255,A5022380857,1
A5002817255,A5040647961,1
A5002817255,A5047156575,2
A5002817255,A5059722365,2
A5002817255,A5078294186,4
A5002817255,A5079027910,1
A5002823829,A5055949207,1
A5002847672,A5012242776,1
A5002847672,A5033785127,1
A5002847672,A5034919407,1
A5002847672,A5036142742,1
A5002847672,A5064895812,1
A5002847672,A5070182407,1
A5002847672,A5079381636,1
A5002847672,A5103906732,1
A5002847672,A5111567269,1
A5002875288,A5034715566,1
A5002875288,A5042822389,1
A5002875288,A5048734953,3
A5002879236,A5013897563,1
A5002879236,A5018332715,1
A5002879236,A5021189098,1
A5002879236,A5041260646,1
A5002879236,A5081607182,1
A5002896702,A5012442220,1
A5002896702,A5014057252,1
A5002896702,A5046212412,1
A5002896702,A5047692425,2
A5002896702,A5051158497,1
A5002896702,A5062262344,1
A5002896702,A5063765336,1
A5002919729,A5016741986,1
A5002919729,A5022228191,1
A5002919729,A5079079766,1
A5002930233,A5085053574,1
A5002947219,A5006431676,1
A5002947219,A5007332304,1
A5002947219,A5009655324,1
A5002947219,A5027124078,1
A5002947219,A5055644931,1
A5002947219,A5062203127,1
A5002947219,A5074216682,1
A5002947219,A5075608911,1
A5002947219,A5087748785,5
A5002947219,A5100758126,1
A5002947219,A5103192387,3
A5002952325,A5069512244,1
A5003002307,A5006268832,3
A5003002307,A5046181902,1
A5003002307,A5057618489,2
A5003002307,A5071601723,3
A5003002307,A5072138917,1
A5003011520,A5042648708,1
A5003011520,A5062065558,1
A5003011520,A5083053930,1
A5003017588,A5009227859,1
A5003019025,A5022886335,2
A5003019025,A5040910365,10
A5003019025,A5084177125,1
A5003035069,A5003448404,3
A5003035069,A5052657343,1
A5003035069,A5069392772,2
A5003035069,A5081627735,3
A5003035069,A5083244447,1
A5003072589,A5011458519,2
A5003072589,A5031231896,18
A5003072589,A5043264934,2
A5003072589,A5050537319,1
A5003072589,A5054951550,4
A5003072589,A5065680616,7
A5003072589,A5084909622,1
A5003072589,A5087093228,2
A5003072589,A5088465401,2
A5003076174,A5010963402,1
A5003076174,A5016455665,1
A5003076174,A5016622594,1
A5003076174,A5035789137,1
A5003076174,A5065040154,1
A5003076174,A5086593836,1
A5003078346,A5002011562,1
A5003078346,A5004835092,1
A5003078346,A5010398085,1
A5003078346,A5023015647,1
A5003078346,A5023207047,1
A5003078346,A5027205277,1
A5003078346,A5028404747,1
A5003078346,A5030767418,2
A5003078346,A5031812482,1
A5003078346,A5033328394,1
A5003078346,A5034462201,1
A5003078346,A5041863516,1
A5003078346,A5044176085,1
A5003078346,A5050367980,5
A5003078346,A5053993669,1
A5003078346,A5056095668,1
A5003078346,A5060258163,1
A5003078346,A5074689728,1
A5003078346,A5077555252,1
A5003078346,A5078876786,1
A5003078346,A5079381636,10
A5003078346,A5079737392,1
A5003078346,A5086462954,1
A5003078346,A5088622611,1
A5003078346,A5100932566,1
A5003078346,A5102441538,1
A5003078346,A5110889240,1
A5003078346,A5112567048,1
A5003088260,A5050100188,1
A5003093668,A5002181872,1
A5003112314,A5043010204,1
A5003124290,A5084533771,2
A5003178360,A5013571410,2
A5003178360,A5017932979,1
A5003178360,A5025871273,4
A5003178360,A5027928528,2
A5003178360,A5051819492,1
A5003178360,A5052160114,1
A5003178360,A5055921404,1
A5003178360,A5056822843,1
A5003178360,A5070151912,1
A5003182879,A5043277300,1
A5003182879,A5044459325,1
A5003182879,A5080175512,1
A5003182879,A5084019936,1
A5003182879,A5087052285,1
A5003185028,A5013709682,1
A5003185028,A5048297938,1
A5003185028,A5049740900,1
A5003185028,A5060736941,1
A5003185028,A5065251903,1
A5003185028,A5078498803,1
A5003185028,A5080362125,4
A5003185028,A5087774397,1
A5003189184,A5054897487,4
A5003203009,A5015889735,3
A5003203009,A5040623262,3
A5003203009,A5057617021,3
A5003203009,A5058077701,3
A5003203009,A5081665953,3
A5003203310,A5052755079,1
A5003203310,A5064624983,1
A5003203310,A5084869758,1
A5003203310,A5089294492,1
A5003211953,A5052886806,1
A5003211953,A5064464485,1
A5003237171,A5027629516,3
A5003237171,A5028406190,3
A5003237171,A5071518647,3
A5003237171,A5090177045,3
A5003278843,A5034012714,1
A5003278843,A5089439837,1
A5003293964,A5006281954,1
A5003293964,A5006358843,1
A5003293964,A5011771775,1
A5003293964,A5022950275,1
A5003293964,A5024923244,1
A5003293964,A5060521987,1
A5003293964,A5077133020,1
A5003293964,A5080611128,1
A5003293964,A5081751177,1
A5003293964,A5086633752,1
A5003293964,A5090091508,1
A5003299183,A5010336667,1
A5003299183,A5035016467,1
A5003299183,A5103002714,1
A5003310182,A5027703731,2
A5003319983,A5013745632,1
A5003319983,A5018332715,1
A5003319983,A5021472133,1
A5003319983,A5032329864,1
A5003319983,A5081987419,1
A5003328364,A5013379015,1
A5003328364,A5052041129,1
A5003328364,A5055489045,1
A5003328364,A5061149066,1
A5003330890,A5037758878,1
A5003330890,A5056640354,6
A5003330890,A5076549005,4
A5003330890,A5088016846,1
A5003330890,A5104148080,1
A5003330890,A5109845424,1
A5003335054,A5004195415,1
A5003335054,A5034987743,1
A5003335054,A5109062550,1
A5003355867,A5085640904,3
A5003375753,A5041104594,1
A5003375753,A5083677729,1
A5003382196,A5018239022,1
A5003382196,A5022103461,7
A5003382196,A5027297297,2
A5003382196,A5034311572,1
A5003382196,A5091508727,1
A5003402282,A5010936562,1
A5003402282,A5027789887,1
A5003402282,A5040038977,1
A5003402282,A5042351590,1
A5003402282,A5045121003,1
A5003402282,A5057119611,1
A5003402282,A5082462719,1
A5003402282,A5089848606,1
A5003439406,A5091889598,2
A5003439406,A5108738300,2
A5003439406,A5110720826,2
A5003439406,A5112566333,2
A5003448404,A5024247328,2
A5003448404,A5052712338,1
A5003448404,A5067039276,1
A5003448404,A5081627735,10
A5003448404,A5109385789,1
A5003464821,A5011478102,4
A5003464821,A5011856820,6
A5003464821,A5013373062,3
A5003464821,A5017604910,1
A5003464821,A5037654904,1
A5003464821,A5048890370,1
A5003464821,A5063756019,1
A5003464821,A5075698787,1
A5003464821,A5109669786,1
A5003464821,A5115594850,1
A5003499806,A5003072589,1
A5003499806,A5029902696,1
A5003499806,A5031231896,4
A5003499806,A5054951550,1
A5003499806,A5063281214,3
A5003499806,A5088842176,1
A5003500959,A5006072539,2
A5003500959,A5028771228,2
A5003500959,A5029108844,1
A5003500959,A5037188570,1
A5003500959,A5052608169,7
A5003500959,A5052942184,1
A5003500959,A5101975509,15
A5003500959,A5112682649,1
A5003527443,A5013132669,1
A5003527443,A5017065767,1
A5003527443,A5025216040,1
A5003527443,A5052548483,1
A5003527443,A5072530808,2
A5003527443,A5102871222,1
A5003527443,A5103061486,1
A5003541897,A5020457527,1
A5003541897,A5101575513,1
A5003541897,A5113806152,1
A5003553641,A5050884499,1
A5003560716,A5091137505,1
A5003560775,A5091328002,1
A5003618508,A5011664351,1
A5003624509,A5029902696,1
A5003624509,A5033752336,1
A5003624509,A5035580414,1
A5003624509,A5089167457,1
A5003625566,A5058562151,2
A5003650312,A5027791756,1
A5003657652,A5090177045,3
A5003666258,A5100732841,1
A5003667142,A5006837751,1
A5003667142,A5010384176,1
A5003667142,A5050972053,1
A5003667142,A5052923347,1
A5003667142,A5095894202,2
A5003667142,A5109334660,1
A5003688869,A5094302920,2
A5003688869,A5094361178,2
A5003688869,A5094372899,1
A5003688869,A5094372900,3
A5003688869,A5094372901,2
A5003688869,A5108092666,2
A5003713835,A5080814215,1
A5003720277,A5003500959,5
A5003720277,A5101975509,1
A5003722875,A5011205122,1
A5003722875,A5017247300,1
A5003722875,A5068454429,1
A5003722875,A5085047327,1
A5003738178,A5062558000,2
A5003745332,A5000332257,1
A5003745332,A5010711029,1
A5003745332,A5011477712,1
A5003745332,A5026581021,1
A5003745332,A5032277988,2
A5003745332,A5035937203,1
A5003745332,A5037152614,1
A5003745332,A5037398599,1
A5003745332,A5038467615,1
A5003745332,A5040110248,2
A5003745332,A5044232693,1
A5003745332,A5048150356,2
A5003745332,A5050262204,1
A5003745332,A5050367980,2
A5003745332,A5051869233,1
A5003745332,A5073907781,1
A5003745332,A5074689728,1
A5003745332,A5103116280,1
A5003785342,A5039951789,1
A5003785342,A5052320430,1
A5003785342,A5056351183,1
A5003785342,A5058004638,1
A5003785342,A5079094267,1
A5003788166,A5034373849,1
A5003796616,A5041800171,1
A5003796616,A5051966189,1
A5003796616,A5059210544,1
A5003796616,A5066075617,1
A5003796616,A5071855899,1
A5003804368,A5000594008,1
A5003804368,A5001654418,1
A5003804368,A5013691216,2
A5003804368,A5034156400,1
A5003804368,A5035318354,1
A5003804368,A5059722365,1
A5003804368,A5111179368,1
A5003804368,A5111427859,1
A5003804368,A5114715803,1
A5003824393,A5006736941,1
A5003824393,A5056892974,1
A5003824393,A5064302280,1
A5003824393,A5078181217,1
A5003827500,A5016304826,1
A5003827500,A5027703731,1
A5003827500,A5077655077,1
A5003842208,A5010824978,1
A5003842208,A5036743573,40
A5003842208,A5040949491,3
A5003842208,A5087535858,2
A5003875005,A5019320716,1
A5003875005,A5034428555,1
A5003875005,A5036769756,1
A5003875005,A5039136927,1
A5003875005,A5041382152,1
A5003875005,A5043301943,1
A5003875005,A5044300627,1
A5003875005,A5051277240,1
A5003875005,A5054365632,1
A5003875005,A5057875301,1
A5003875005,A5059917094,1
A5003875005,A5063432011,1
A5003875005,A5071310612,1
A5003875005,A5071992446,1
A5003875005,A5076793638,1
A5003875005,A5079752497,1
A5003875005,A5080030634,1
A5003875005,A5080363195,1
A5003875005,A5080483162,1
A5003875005,A5085951867,1
A5003875005,A5088914363,1
A5003875005,A5090433651,1
A5003875005,A5091723521,1
A5003875005,A5095428251,1
A5003875005,A5095428252,1
A5003875005,A5101577447,1
A5003875005,A5102810898,1
A5003875005,A5113379043,1
A5003875005,A5114022533,1
A5003886399,A5002011562,1
A5003886399,A5003078346,1
A5003886399,A5023207047,1
A5003886399,A5027205277,1
A5003886399,A5033328394,1
A5003886399,A5051606464,1
A5003886399,A5052145396,1
A5003886399,A5077271389,1
A5003886399,A5077555252,1
A5003886399,A5078876786,1
A5003886399,A5086950255,1
A5003886399,A5109947023,1
A5003902359,A5081872777,1
A5003904669,A5029680197,3
A5003904669,A5085053574,7
A5003908499,A5008369981,1
A5003908499,A5021840932,9
A5003908499,A5022491555,1
A5003908499,A5035048148,1
A5003908499,A5046464527,2
A5003908499,A5051633732,1
A5003908499,A5072552105,1
A5003908499,A5083244447,1
A5003908499,A5088779354,3
A5003908499,A5106530199,1
A5003925208,A5016855366,1
A5003925208,A5027185061,1
A5003925208,A5027190328,2
A5003925208,A5029530107,1
A5003925208,A5033898112,5
A5003925208,A5035813243,2
A5003925208,A5057898999,1
A5003925208,A5068595949,1
A5003927833,A5074484979,2
A5003934422,A5001571015,1
A5003934422,A5029182254,1
A5003934422,A5033601764,1
A5003934422,A5057748239,1
A5003934422,A5065190809,1
A5003934422,A5077655412,1
A5003934422,A5087084680,1
A5003934422,A5101401796,1
A5003946825,A5001707368,1
A5003946825,A5003881152,1
A5003946825,A5013035006,1
A5003946825,A5019430795,1
A5003946825,A5020969373,1
A5003946825,A5022446290,1
A5003946825,A5028003496,1
A5003946825,A5032876651,1
A5003946825,A5034166869,1
A5003946825,A5041119040,1
A5003946825,A5041351241,1
A5003946825,A5047660178,1
A5003946825,A5050873717,1
A5003946825,A5054785867,1
A5003946825,A5056511422,1
A5003946825,A5056705256,1
A5003946825,A5059094659,1
A5003946825,A5061356546,1
A5003946825,A5064369852,1
A5003946825,A5064573837,1
A5003946825,A5065865096,1
A5003946825,A5069156587,1
A5003946825,A5078810801,1
A5003946825,A5083883066,1
A5003946825,A5086954632,1
A5003946825,A5112397657,1
A5003950641,A5008748461,1
A5003950641,A5012043616,1
A5003950641,A5021365947,1
A5003950641,A5032910432,1
A5003950641,A5045334907,1
A5003950641,A5055161383,1
A5003950641,A5057898999,3
A5003950641,A5073896312,1
A5003950641,A5075854565,1
A5003968449,A5015705751,1
A5003968449,A5058125442,1
A5003969416,A5025821295,1
A5003969416,A5028702982,8
A5003969416,A5050471831,1
A5003969416,A5051937017,4
A5003969416,A5070390118,6
A5003969416,A5084974052,1
A5003970604,A5010577750,2
A5003970604,A5039860546,2
A5003970604,A5040063355,2
A5003970604,A5055591979,1
A5003970604,A5063450784,1
A5003970604,A5070418391,3
A5003970604,A5075375318,2
A5003970604,A5089294492,3
A5003973886,A5007332304,1
A5003973886,A5008748461,1
A5003973886,A5011203804,1
A5003973886,A5024957504,1
A5003973886,A5052475039,1
A5003973886,A5090511112,1
A5003973886,A5101404598,1
A5003973886,A5114090753,1
A5004027677,A5019484177,1
A5004027677,A5030475912,1
A5004027677,A5060751756,1
A5004027677,A5111739175,1
A5004028467,A5042648708,2
A5004028467,A5065820071,1
A5004028467,A5072432368,1
A5004037137,A5033988677,2
A5004038188,A5052475039,1
A5004038188,A5066091521,1
A5004038188,A5069424768,1
A5004038188,A5070418391,1
A5004038188,A5085271685,1
A5004044168,A5022607494,2
A5004044168,A5032712263,2
A5004044168,A5046181902,1
A5004044168,A5051600022,1
A5004044168,A5066553129,2
A5004044168,A5071321031,2
A5004044168,A5071601723,1
A5004045329,A5026863381,1
A5004045867,A5040762725,1
A5004048532,A5029203723,1
A5004070487,A5001860013,2
A5004070487,A5007541807,5
A5004070487,A5008897132,1
A5004070487,A5015039212,6
A5004070487,A5016410274,1
A5004070487,A5024462443,2
A5004070487,A5025508410,5
A5004070487,A5027386204,6
A5004070487,A5029203723,1
A5004070487,A5031499581,1
A5004070487,A5032322313,3
A5004070487,A5036275243,1
A5004070487,A5039458731,4
A5004070487,A5041983019,1
A5004070487,A5049930212,4
A5004070487,A5049967658,3
A5004070487,A5054035462,1
A5004070487,A5055239116,13
A5004070487,A5055839250,3
A5004070487,A5060115781,1
A5004070487,A5060549482,1
A5004070487,A5063529887,1
A5004070487,A5064459502,3
A5004070487,A5071936720,3
A5004070487,A5078607547,1
A5004070487,A5080606732,1
A5004070487,A5088018461,6
A5004070487,A5104581739,2
A5004070487,A5105819238,3
A5004070487,A5107870304,2
A5004070487,A5114026770,1
A5004077905,A5005472435,1
A5004077905,A5021842392,1
A5004077905,A5040102140,1
A5004077905,A5040686125,1
A5004077905,A5044032830,1
A5004077905,A5076224222,1
A5004077905,A5107873270,1
A5004078600,A5075638648,1
A5004110796,A5006676489,1
A5004110796,A5040614063,2
A5004110796,A5086358428,2
A5004110796,A5086863213,2
A5004110796,A5103160054,2
A5004140116,A5023929679,1
A5004140116,A5035680685,1
A5004140116,A5036844888,1
A5004140116,A5065263830,1
A5004140116,A5106977442,2
A5004143030,A5057319144,3
A5004143030,A5068152561,3
A5004195415,A5005248368,4
A5004195415,A5009567796,2
A5004195415,A5020324492,1
A5004195415,A5021189098,3
A5004195415,A5025033411,1
A5004195415,A5029833125,1
A5004195415,A5068522936,15
A5004195415,A5071521837,2
A5004195415,A5075245317,2
A5004195415,A5076092085,2
A5004195415,A5080966283,2
A5004195415,A5081131371,2
A5004195415,A5082017634,1
A5004195415,A5086633752,2
A5004219107,A5019259114,1
A5004219107,A5063958392,1
A5004235086,A5039583563,1
A5004235086,A5102916662,1
A5004235086,A5108412923,1
A5004238255,A5018006553,1
A5004238255,A5046325978,2
A5004238255,A5056656974,2
A5004238255,A5073467476,2
A5004238255,A5101634771,1
A5004252693,A5016010272,1
A5004278936,A5000748964,3
A5004278936,A5003688869,3
A5004278936,A5011758878,1
A5004278936,A5018870147,3
A5004278936,A5052586935,3
A5004278936,A5063382361,3
A5004278936,A5064119640,3
A5004278936,A5065267509,3
A5004278936,A5065487609,3
A5004278936,A5079125199,3
A5004278936,A5094302920,2
A5004278936,A5094361178,2
A5004278936,A5094372876,3
A5004278936,A5094372877,3
A5004278936,A5094372878,3
A5004278936,A5094372879,3
A5004278936,A5094372880,3
A5004278936,A5094372881,3
A5004278936,A5094372882,2
A5004278936,A5094372883,2
A5004278936,A5094372884,2
A5004278936,A5094372885,3
A5004278936,A5094372886,3
A5004278936,A5094372887,3
A5004278936,A5094372888,3
A5004278936,A5094372889,3
A5004278936,A5094372890,3
A5004278936,A5094372891,3
A5004278936,A5094372892,3
A5004278936,A5094372893,3
A5004278936,A5094372894,3
A5004278936,A5094372895,3
A5004278936,A5094372896,3
A5004278936,A5094372897,3
A5004278936,A5094372899,1
A5004278936,A5094372900,3
A5004278936,A5094372901,2
A5004278936,A5100045152,1
A5004278936,A5108092666,2
A5004278936,A5110126969,1
A5004278936,A5114048312,1
A5004306864,A5009532380,1
A5004306864,A5050107489,1
A5004333169,A5002374094,1
A5004333169,A5025749902,1
A5004368259,A5050049384,1
A5004368259,A5065168612,1
A5004368259,A5087761777,1
A5004368259,A5101776100,1
A5004371364,A5018109984,3
A5004391104,A5007349631,2
A5004391104,A5034648757,1
A5004407401,A5079693645,1
A5004407401,A5103122845,1
A5004416417,A5010513682,3
A5004477573,A5001663591,1
A5004477573,A5008484938,1
A5004477573,A5048838915,1
A5004477573,A5072745770,1
A5004477573,A5074003439,1
A5004477573,A5081665953,1
A5004477573,A5100345341,1
A5004485520,A5070292053,1
A5004485520,A5101638376,2
A5004490363,A5019173394,1
A5004490363,A5025508410,1
A5004490363,A5033708290,1
A5004490363,A5073034397,1
A5004490363,A5079485402,1
